1658856791.987312;5126
1658856791.9986486;5924
1658856792.0098739;6420
1658856792.0210896;6627
1658856792.0323029;7751
1658856792.0435162;8922
1658856792.054728;10374
1658856792.0659363;14138
1658856792.0771813;16015
1658856792.0883975;17460
1658856792.0996113;17170
1658856792.1108193;15312
1658856792.1220317;12959
1658856792.1332462;8779
1658856792.1444595;7269
1658856792.1556728;6120
1658856792.2452009;5254
1658856792.2564275;6272
1658856792.2677436;6698
1658856792.2790115;7000
1658856792.2902293;9461
1658856792.3014438;11298
1658856792.3126547;13471
1658856792.3238688;17857
1658856792.3350804;18958
1658856792.3462906;18667
1658856792.3575015;14442
1658856792.3687172;11766
1658856792.3799639;9477
1658856792.3911755;6387
1658856792.4023895;5421
1658856792.4806862;5204
1658856792.4918995;6266
1658856792.5031133;6687
1658856792.5143197;7054
1658856792.5255315;9677
1658856792.5367422;11624
1658856792.5479548;13919
1658856792.559164;18291
1658856792.570437;19139
1658856792.5816827;18358
1658856792.592898;13375
1658856792.604108;10732
1658856792.6153183;8657
1658856792.6265247;5878
1658856792.6377392;5055
1658856792.7160425;5401
1658856792.727259;6471
1658856792.7384667;6756
1658856792.749683;7459
1658856792.7608936;10463
1658856792.7721047;12535
1658856792.7833471;17051
1658856792.7945628;18449
1658856792.8057754;18400
1658856792.8169892;14127
1658856792.8281991;11459
1658856792.839455;9220
1658856792.8506691;6232
1658856792.861883;5296
1658856792.9402223;5068
1658856792.9514325;6038
1658856792.9626386;6561
1658856792.9738457;6825
1658856792.985084;8996
1658856792.9963028;10795
1658856793.0075152;12919
1658856793.0187185;17502
1658856793.0299296;18842
1658856793.0411336;18839
1658856793.052337;14883
1658856793.0702944;9791
1658856793.0816123;7921
1658856793.0928786;5526
1658856793.1711197;5110
1658856793.1823337;5552
1658856793.1935759;6610
1658856793.2047868;6870
1658856793.2159948;7814
1658856793.2272012;11053
1658856793.238406;13238
1658856793.2496114;15603
1658856793.260813;18905
1658856793.272015;18591
1658856793.2832203;16717
1658856793.29446;11452
1658856793.305668;9191
1658856793.3168855;7483
1658856793.328095;5279
1658856793.4064136;5177
1658856793.4176204;5631
1658856793.4288266;6619
1658856793.440033;6937
1658856793.4512367;7975
1658856793.462441;11257
1658856793.4736443;13411
1658856793.4848485;15700
1658856793.4960897;18490
1658856793.5073001;17784
1658856793.518502;15700
1658856793.5297122;10590
1658856793.5409207;8562
1658856793.552129;7027
1658856793.5633347;5045
1658856793.6416533;5122
1658856793.65286;5562
1658856793.664066;6608
1658856793.675272;6852
1658856793.6864743;9102
1658856793.6977134;10876
1658856793.7089238;13009
1658856793.7201333;17431
1658856793.731338;18695
1658856793.7425444;18594
1658856793.7537475;14714
1658856793.7649505;12121
1658856793.7761576;9781
1658856793.7873683;6558
1658856793.7986102;5550
1658856793.8768523;5028
1658856793.8880563;5963
1658856793.8992953;6525
1658856793.9105508;6751
1658856793.9217587;8738
1658856793.9329665;10382
1658856793.9441717;12459
1658856793.9553795;16949
1658856793.9665856;18506
1658856793.9777882;18706
1658856793.9889948;14951
1658856794.0002358;12291
1658856794.01144;9913
1658856794.0226455;6589
1658856794.0338542;5582
1658856794.123293;5890
1658856794.1345084;6455
1658856794.1457188;6682
1658856794.156922;8542
1658856794.1681287;10114
1658856794.179337;12117
1658856794.1905434;16512
1658856794.2017813;18038
1658856794.2129862;18223
1658856794.2241967;14461
1658856794.235403;11839
1658856794.2466094;9574
1658856794.257816;6443
1658856794.269017;5453
1658856794.3472912;5288
1658856794.3584986;5765
1658856794.3697069;6355
1658856794.380912;7064
1658856794.3921185;8189
1658856794.403359;9651
1658856794.414567;13782
1658856794.425777;16017
1658856794.436982;17904
1658856794.4481895;18127
1658856794.4593961;16268
1658856794.4706047;13723
1658856794.4818106;9053
1658856794.4930081;7382
1658856794.5042524;6140
1658856794.5824919;5117
1658856794.593696;5547
1658856794.6049333;6110
1658856794.6161435;6805
1658856794.62735;7692
1658856794.6385562;9041
1658856794.6497643;12914
1658856794.6609674;15186
1658856794.6721795;17263
1658856794.6833835;18443
1658856794.6945884;16871
1658856794.705831;14340
1658856794.717037;9496
1658856794.7282438;7711
1658856794.7395039;6365
1658856794.8177724;5045
1658856794.8289793;5432
1658856794.8401885;5953
1658856794.8513951;6710
1658856794.8626;7413
1658856794.8738036;10295
1658856794.8850102;12322
1658856794.8962147;14578
1658856794.9074574;18055
1658856794.9186683;18087
1658856794.9298751;16593
1658856794.9410806;11530
1658856794.9522872;9369
1658856794.9634924;7656
1658856794.9746983;5378
1658856795.0641837;5320
1658856795.0753949;6416
1658856795.086603;6701
1658856795.097843;7156
1658856795.109084;9886
1658856795.1202948;11778
1658856795.131497;14078
1658856795.142704;18086
1658856795.1539176;18773
1658856795.1651254;17966
1658856795.1763268;13400
1658856795.1875346;10876
1658856795.1987429;8834
1658856795.209985;6009
1658856795.2211924;5158
1658856795.3005333;5617
1658856795.3117883;6202
1658856795.3229988;6633
1658856795.334204;7886
1658856795.3454096;9325
1658856795.356615;11097
1658856795.3678186;15569
1658856795.379023;17530
1658856795.3902276;18644
1658856795.4014313;16427
1658856795.4126732;13856
1658856795.4238796;11242
1658856795.4350855;7429
1658856795.446291;6139
1658856795.4574966;5248
1658856795.5357559;5548
1658856795.546963;6096
1658856795.5581682;6580
1658856795.5693748;7702
1658856795.580582;9078
1658856795.5917878;10807
1658856795.6029985;15153
1658856795.6142387;17111
1658856795.6254458;18200
1658856795.6366508;16001
1658856795.647857;13447
1658856795.6590607;10893
1658856795.6702666;7255
1658856795.681467;6039
1658856795.6926749;5173
1658856795.7709394;5459
1658856795.7821445;5981
1658856795.793349;6536
1658856795.8045537;7467
1658856795.815793;8758
1658856795.8269992;10422
1658856795.8382065;14737
1658856795.8494573;16940
1658856795.860666;18654
1658856795.8718748;17459
1658856795.8830807;15253
1658856795.894288;10187
1658856795.9054933;8277
1658856795.9167337;6802
1658856796.0061822;5310
1658856796.0174172;5802
1658856796.028627;6704
1658856796.0398366;7168
1658856796.051043;8341
1658856796.0622475;11832
1658856796.0734546;14066
1658856796.0846617;16365
1658856796.0958624;18756
1658856796.1070828;17862
1658856796.1183243;15721
1658856796.129537;10555
1658856796.1407437;8553
1658856796.1519508;7022
1658856796.1631577;5052
1658856796.2414207;5239
1658856796.2526298;5687
1658856796.2638316;6632
1658856796.2750378;6987
1658856796.286245;8049
1658856796.2974544;11381
1658856796.3086553;13519
1658856796.3199015;15758
1658856796.331107;18267
1658856796.3423123;17438
1658856796.3535206;15306
1658856796.3647282;10295
1658856796.3759356;8358
1658856796.387143;6891
1658856796.4765847;5159
1658856796.4877927;6140
1658856796.4990008;6607
1658856796.5102036;6885
1658856796.5214431;9171
1658856796.5326536;10977
1658856796.5438602;13070
1658856796.5550652;17470
1658856796.5662723;18646
1658856796.577472;18491
1658856796.5886807;14526
1658856796.5998898;11922
1658856796.611098;9606
1658856796.6223385;6470
1658856796.6335475;5469
1658856796.711824;5034
1658856796.7230697;5975
1658856796.7342834;6522
1658856796.7454915;6753
1658856796.7566998;8759
1658856796.7678993;10445
1658856796.7791069;12487
1658856796.790314;16962
1658856796.8015132;18454
1658856796.8127162;18635
1658856796.8239594;14878
1658856796.8351686;12237
1658856796.8463762;9858
1658856796.8575838;6577
1658856796.8687906;5557
1658856796.9582407;5894
1658856796.969493;6458
1658856796.9807022;6701
1658856796.9919097;8622
1658856797.0031185;10251
1658856797.014321;12278
1658856797.025559;16687
1658856797.0367696;18132
1658856797.0479765;18169
1658856797.0591779;14250
1658856797.0704203;11649
1658856797.081628;7659
1658856797.0928357;6337
1658856797.1040418;5385
1658856797.1823137;5334
1658856797.1935203;5850
1658856797.2047274;6422
1658856797.2159317;7235
1658856797.2271755;8435
1658856797.238415;9980
1658856797.2496257;14193
1658856797.260842;16428
1658856797.272049;18193
1658856797.2832568;17805
1658856797.2944634;15733
1658856797.3056693;13163
1658856797.3168826;8629
1658856797.3281198;7055
